SOURCE_FORMID	PATCH_FORMID	EDITORID	NAME	RACE	SEX	TINI	TINC	TINV	QNAM_WAS	QNAM_NOW	MAX_DELTA_255
010C8C6C	030C8C6C	SummonDremora1CaitiffMale1	Dremora Caitiff	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
010C89E0	030C89E0	MQ16PalaceGuard	Palace Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010C8808	030C8808	DeadScholar	Dead Scholar	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
010C87B5	030C87B5	BrumaGuardCityPostNight04	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010C87B4	030C87B4	BrumaGuardCityPostDay04	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010C87B3	030C87B3	BrumaGuardCityPostNight03	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010C87B2	030C87B2	BrumaGuardCityPostDay03	Bruma Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010C80FD	030C80FD	JalbertREF	Jalbert	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
010C798E	030C798E	TestErikNPC		ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010C7944	030C7944	Dark07MercenaryTEMPLATE	Mercenary	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
010C769E	030C769E	MG08Necromancer2	Necromancer	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
010C769D	030C769D	MG08Necromancer1	Necromancer	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
010C7619	030C7619	ICPalaceGuardGreenWay02	Palace Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010C56E4	030C56E4	AndreLabouche2	Andre Labouche	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010C55E5	030C55E5	AgnartheUnwavering	Agnar the Unwavering	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
010C526C	030C526C	MQ15MythicDawnACave01	Ascended Immortal	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
010C526B	030C526B	MQ15MythicDawnACave02	Ascended Immortal	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
010C522A	030C522A	BanditHighwayman04	Highwayman	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
010C5229	030C5229	BanditHighwayman03	Highwayman	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
010C5228	030C5228	BanditHighwayman02	Highwayman	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
010C5227	030C5227	BanditHighwayman01	Highwayman	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
010C509C	030C509C	NightChild	Night Child	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
010C47EC	030C47EC	Maiqtheliar	M'aiq the Liar	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
010C45B5	030C45B5	ShadySam	Shady Sam	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010752F9	030752F9	ICArboretumPostDay04	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010752F8	030752F8	ICArboretumPostNight04	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010752F7	030752F7	ICArboretumPostNight03	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010752F6	030752F6	ICArboretumPostDay03	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010752F5	030752F5	ICArboretumPostNight02	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010752F4	030752F4	ICArboretumPostDay02	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010752F3	030752F3	ICArboretumPostNight01	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010752F2	030752F2	ICArboretumPostDay01	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010752F1	030752F1	ICArenaPatrolDay01	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010752F0	030752F0	ICArenaPostNight02	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010752EF	030752EF	ICArenaPostNight01	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010752EE	030752EE	ICArenaPostDay01	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010BE341	030BE341	Courier4	Courier	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
010BE340	030BE340	Courier3	Courier	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
010BE33D	030BE33D	Courier2	Courier	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
010BE330	030BE330	Courier1	Courier	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01074A94	03074A94	EduardHodge	Eduard Hodge	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01073A42	03073A42	DASkullWoodElfFemale	Corrupted Clone	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
01073A41	03073A41	DASkullRedguardFemale	Corrupted Clone	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
01073A40	03073A40	DASkullOrcFemale	Corrupted Clone	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
01073A3F	03073A3F	DASkullNordFemale	Corrupted Clone	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
01073A3E	03073A3E	DASkullImperialFemale	Corrupted Clone	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01073A3D	03073A3D	DASkullHighElfFemale	Corrupted Clone	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01073A3C	03073A3C	DASkullDarkElfFemale	Corrupted Clone	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
01073A3B	03073A3B	DASkullBretonFemale	Corrupted Clone	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01073A3A	03073A3A	DASkullWoodElfMale	Corrupted Clone	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
01073A39	03073A39	DASkullRedguardMale	Corrupted Clone	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
01073A38	03073A38	DASkullOrcMale	Corrupted Clone	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
01073A37	03073A37	DASkullNordMale	Corrupted Clone	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01073A36	03073A36	DASkullImperialMale	Corrupted Clone	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01073A35	03073A35	DASkullHighElfMale	Corrupted Clone	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01073A34	03073A34	DASkullDarkElfMale	Corrupted Clone	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01073A33	03073A33	DASkullBretonMale	Corrupted Clone	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01073A32	03073A32	DASkullKhajiitFemale	Corrupted Clone	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
01073A31	03073A31	DASkullKhajiitMale	Corrupted Clone	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
01073A30	03073A30	DASkullArgonianFemale	Corrupted Clone	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
01073A2F	03073A2F	DASkullArgonianMale	Corrupted Clone	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
010738DE	030738DE	ClarabellaPirate3	Pirate	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
010738DD	030738DD	ClarabellaPirate2	Pirate	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
010738DC	030738DC	ClarabellaPirate1	Pirate	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
010738DB	030738DB	FirstMateFilch	First Mate Filch	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010AED40	030AED40	ArenaFan1	Adoring Fan	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
010ACE73	030ACE73	SisterPhebeJeanard	Sister Phebe Jeanard	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
010ACE6D	030ACE6D	SisterAngrond	Sister Angrond	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
010A713C	030A713C	ArenaHopeful2	Saliith	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
010A713B	030A713B	ArenaHopeful1	Branwen	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
010A348F	030A348F	BanditRobberTEMPLATE	Highwayman	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
010A3167	030A3167	Blade6	Baragon	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010A3166	030A3166	Blade5	Achille	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010A3165	030A3165	Blade4	Ferrum	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010A3164	030A3164	Blade1	Pelagius	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010A3163	030A3163	Blade3	Arcturus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010A3162	030A3162	Blade2	Fortis	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010947BB	030947BB	CylbenDolovas	Cylben Dolovas	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
010947AF	030947AF	FGGuardPorterSkingrad	Fighters Guild Porter	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010947AE	030947AE	FGGuardPorterLeyawiin	Fighters Guild Porter	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010947AD	030947AD	FGGuardPorterCheydinhal	Fighters Guild Porter	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010947AC	030947AC	FGGuardPorterBruma	Fighters Guild Porter	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010947AB	030947AB	FGGuardPorterBravil	Fighters Guild Porter	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010947AA	030947AA	FGGuardPorterAnvil	Fighters Guild Porter	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010947A9	030947A9	FGGuardPorterChorrol	Fighters Guild Porter	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01094048	03094048	BanditCampTEMPLATE	Bandit	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0108FD03	0308FD03	MS13CheydinhalGuardC	Cheydinhal Gate Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0108FD01	0308FD01	MS13CheydinhalGuardA	Cheydinhal Gate Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01088D2A	03088D2A	ChorrolGuardPrivateQuarters03	Chorrol Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01088D29	03088D29	ChorrolGuardPrivateQuarters02	Chorrol Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01088D28	03088D28	ChorrolGuardPrivateQuarters01	Chorrol Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01082DE5	03082DE5	TestClothes	Arena Contestant	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0107BA80	0307BA80	Dark07MercenaryMale2	Mercenary	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0107BA7F	0307BA7F	Dark07MercenaryFemale4	Mercenary	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
0107BA7E	0307BA7E	Dark07MercenaryMale6	Mercenary	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0107BA7D	0307BA7D	Dark07MercenaryFemale8	Mercenary	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
0107BA7C	0307BA7C	Dark07MercenaryMale10	Mercenary	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
010785E1	030785E1	TestDead	Kill Me	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010732D3	030732D3	MS49LegionSoldier2	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010732D1	030732D1	MS49LegionArcher	Imperial Legion Archer	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01073296	03073296	MS49LegionSoldier	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01073279	03073279	Caenlin	Caenlin	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
010730BD	030730BD	MS13FallenKnightH	Fallen Knight of the Thorn	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01071F37	03071F37	ICTalosGuardClaudiusHouse	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01071D4B	03071D4B	ClaudiusArcadia	Claudius Arcadia	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01071B94	03071B94	MS13FallenKnightG	Fallen Knight of the Thorn	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01071B92	03071B92	MS13FallenKnightF	Fallen Knight of the Thorn	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01071B91	03071B91	MS13FallenKnightE	Fallen Knight of the Thorn	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01071717	03071717	DeadBanditMale01	Dead Bandit	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
01071716	03071716	DeadBanditMale02	Dead Bandit	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
010700CD	030700CD	ImperialLegionRiderRock	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010700CC	030700CC	ImperialLegionRiderVirtue	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010700CB	030700CB	ImperialLegionRiderNikel	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010700CA	030700CA	ImperialLegionRiderAleswell	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010700C9	030700C9	ImperialLegionRiderWellspring	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010700C8	030700C8	ImperialLegionRiderRoxey	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010700C7	030700C7	ImperialLegionRiderSardavar	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010700C6	030700C6	ImperialLegionRiderWell	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010700C5	030700C5	ImperialLegionRiderFalls	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010700C4	030700C4	ImperialLegionRiderSlope	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010700C3	030700C3	ImperialLegionRiderRidge	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010700C2	030700C2	ImperialLegionRiderCrossroads	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010700C1	030700C1	ImperialLegionRiderGottshaw	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010700C0	030700C0	ImperialLegionRiderAnvil	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0106FDB6	0306FDB6	EmilChorrolGuardTest	Chorrol Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0106FDB4	0306FDB4	EmilLeyawiinGuardTest	Leyawiin City Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0106E7EF	0306E7EF	LorgrenBenirusNPC	Lorgren Benirus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0106E632	0306E632	ICPalaceGuardCryptPost	Palace Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0106E629	0306E629	ICPalaceGuardCryptPatrol	Palace Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0106C35D	0306C35D	VilverinBanditFurnitureKhajiit	Bandit	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0106C35A	0306C35A	VilverinBanditBoss	Bandit Ringleader	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0106C357	0306C357	VilverinBanditSittingNPC	Bandit	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
0106C355	0306C355	VilverinBanditAmbushNPC	Bandit	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0106BFA4	0306BFA4	DeadKhajiitBandit	Dead Bandit	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0106BD2D	0306BD2D	FGD06DeadGuy06	Lashana	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
0106BD2B	0306BD2B	FGD06DeadGuy05	Ariente	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0106BD29	0306BD29	FGD06DeadGuy04	Mattius Wotrus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0106B592	0306B592	ImperialLegionForester4	Imperial Legion Forester	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0106B32B	0306B32B	SnakgraBura	Snak gra-Bura	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
0106AAB2	0306AAB2	MGMageScholar6	Mage Scholar	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0106AAB1	0306AAB1	MGMageScholar5	Mage Scholar	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
0106AAB0	0306AAB0	MGMageScholar4	Mage Scholar	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
0106AAAF	0306AAAF	MGMageApprentice10	Mage Apprentice	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0106AAAE	0306AAAE	MGMageApprentice9	Mage Apprentice	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0106AAAD	0306AAAD	MGMageApprentice8	Mage Apprentice	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0106AAAC	0306AAAC	MGMageApprentice7	Mage Apprentice	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0106AAAB	0306AAAB	MGMageApprentice6	Mage Apprentice	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0106AAAA	0306AAAA	MGMageApprentice5	Mage Apprentice	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0106AAA9	0306AAA9	MGMageApprentice4	Mage Apprentice	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0106A833	0306A833	MGMageApprentice	Mage Apprentice	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0106A832	0306A832	MGMageApprentice3	Mage Apprentice	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0106A831	0306A831	MGMageApprentice2	Mage Apprentice	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0106A830	0306A830	MGMageScholar3	Mage Scholar	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
0106A82F	0306A82F	MGMageScholar2	Mage Scholar	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
0106A82E	0306A82E	MGMageScholar	Mage Scholar	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01069B07	03069B07	VampireWitchhunter4	Vampire Witchhunter	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01069B06	03069B06	VampireWitchhunter3	Vampire Witchhunter	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01069B05	03069B05	VampireWarrior4	Vampire Warrior	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
01069B04	03069B04	VampireWarrior3	Vampire Warrior	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
01069B03	03069B03	VampireThief4	Vampire Thief	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
01069B02	03069B02	VampireThief3	Vampire Thief	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
01069B01	03069B01	VampireSpellsword4	Vampire Spellsword	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01069B00	03069B00	VampireSpellsword3	Vampire Spellsword	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01069AFF	03069AFF	VampireSorcerer4	Vampire Sorcerer	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01069AFE	03069AFE	VampireSorcerer3	Vampire Sorcerer	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01069AFD	03069AFD	VampireScout4	Vampire Scout	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
01069AFC	03069AFC	VampireScout3	Vampire Scout	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
01069AFB	03069AFB	VampireRogue4	Vampire Rogue	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
01069AFA	03069AFA	VampireRogue3	Vampire Rogue	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
01069AF9	03069AF9	VampirePilgrim4	Vampire Pilgrim	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
01069AF8	03069AF8	VampirePilgrim3	Vampire Pilgrim	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01069AF7	03069AF7	VampireNightblade4	Vampire Nightblade	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
01069AF6	03069AF6	VampireNightblade3	Vampire Nightblade	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01069AF5	03069AF5	VampireMonk4	Vampire Monk	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01069AF4	03069AF4	VampireMonk3	Vampire Monk	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01069AF3	03069AF3	VampireMage4	Vampire Mage	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01069AF2	03069AF2	VampireMage3	Vampire Mage	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01069AF1	03069AF1	VampireKnight4	Vampire Knight	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01069AF0	03069AF0	VampireKnight3	Vampire Knight	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
01069AEF	03069AEF	VampireHealer4	Vampire Sorcerer	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01069AEE	03069AEE	VampireHealer3	Vampire Sorcerer	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01069AED	03069AED	VampireCrusader4	Vampire Crusader	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
01069AEC	03069AEC	VampireCrusader3	Vampire Crusader	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
01069AEB	03069AEB	VampireBattlemage4	Vampire Battlemage	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01069AEA	03069AEA	VampireBattlemage3	Vampire Battlemage	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
01069AE9	03069AE9	VampireBard4	Vampire Bard	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
01069AE8	03069AE8	VampireBard3	Vampire Bard	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01069AE7	03069AE7	VampireBarbarian4	Vampire Barbarian	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01069AE6	03069AE6	VampireBarbarian3	Vampire Barbarian	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
01069AE5	03069AE5	VampireAssassin4	Vampire Assassin	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
01069AE4	03069AE4	VampireAssassin3	Vampire Assassin	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01069AE3	03069AE3	VampireArcher4	Vampire Archer	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
01069AE2	03069AE2	VampireArcher3	Vampire Archer	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
01069AE1	03069AE1	VampireAgent4	Vampire Agent	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01069AE0	03069AE0	VampireAgent3	Vampire Agent	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01069ADF	03069ADF	VampireAcrobat4	Vampire Acrobat	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
01069ADE	03069ADE	VampireAcrobat3	Vampire Acrobat	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
01069ADD	03069ADD	NecromancerMaleHighElf4	Necromancer	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01069ADC	03069ADC	NecromancerFemaleBreton3	Necromancer	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01069ADB	03069ADB	ConjurerFemaleBreton4	Conjurer	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01069ADA	03069ADA	ConjurerMaleBreton4	Conjurer	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01069AD9	03069AD9	MarauderMissileMale4B	Marauder Archer	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01069AD8	03069AD8	MarauderMeleeMale4B	Marauder	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01069AD7	03069AD7	MarauderMeleeFemale4B	Marauder	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
01069AD6	03069AD6	MarauderMageFemale4B	Marauder Battlemage	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01069AD5	03069AD5	BanditMeleeFemale4B	Bandit	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
01069AD4	03069AD4	BanditWizardMale4B	Bandit Hedge Wizard	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01069AD3	03069AD3	BanditMissileMale4B	Bandit Bowman	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01069AD2	03069AD2	BanditMissileFemale4B	Bandit Bowman	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
01069AD1	03069AD1	BanditMeleeMale4B	Bandit	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0106845A	0306845A	BrielusGawey	Brielus Gawey	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01068459	03068459	RestitaStatlilia	Restita Statlilia	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01067BB2	03067BB2	DeadTreasureHunter	Dead Treasure Hunter	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01067418	03067418	AntusFlonius	Antus Flonius	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
